timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T14:41:39.788560,65,1,71,72,64,76,56.6,43.4
2026-03-24T14:43:05.448943,61,0,67,80,61,76,43.8,56.2
2026-03-24T14:45:14.845852,101,0,107,103,101,106,49.2,50.8
2026-03-24T14:47:04.295475,76,0,82,87,76,87,51.9,48.1
2026-03-24T14:49:08.578605,87,2,96,85,85,90,54.0,46.0
