timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T14:20:21.868068,55,2,59,70,53,66,55.4,44.6
2026-03-24T14:21:11.770532,21,5,26,34,16,31,57.4,42.6
2026-03-24T14:22:07.948358,42,4,50,47,38,50,45.1,54.9
2026-03-24T14:23:29.835460,57,3,62,69,54,66,47.2,52.8
2026-03-24T14:26:52.915167,55,2,66,68,53,68,49.5,50.5
