timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T14:30:30.408274,38,1,48,61,37,56,43.3,56.7
2026-03-24T14:32:37.334431,110,1,116,98,109,110,40.6,59.4
2026-03-24T14:34:40.312070,92,0,97,96,92,99,43.7,56.3
2026-03-24T14:36:17.874901,72,1,75,82,71,81,54.6,45.4
2026-03-24T14:38:19.679124,82,1,90,86,81,89,45.8,54.2
