timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T14:04:01.035449,80,3,89,72,77,81,53.0,47.0
2026-03-24T14:05:34.394177,44,3,52,55,41,54,60.2,39.8
2026-03-24T14:07:06.463645,75,3,81,74,72,78,50.6,49.4
2026-03-24T14:08:07.006782,36,2,42,60,34,51,57.0,43.0
2026-03-24T14:09:53.502382,73,1,78,86,72,82,41.7,58.3
