timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T13:56:12.092650,90,3,99,83,87,90,64.0,36.0
2026-03-24T13:57:43.937758,68,3,73,66,65,72,55.1,44.9
2026-03-24T13:59:03.731205,51,3,58,58,48,60,42.5,57.5
2026-03-24T14:00:24.893240,33,3,41,47,30,46,55.0,45.0
2026-03-24T14:01:46.754081,47,3,61,55,44,59,56.0,44.0
