timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-24T14:13:11.881500,36,4,45,42,32,45,43.0,57.0
2026-03-24T14:14:05.113386,27,4,34,41,23,39,37.2,62.8
2026-03-24T14:15:13.617621,49,4,58,52,45,55,63.2,36.8
2026-03-24T14:16:09.902693,38,3,48,48,35,50,40.5,59.5
2026-03-24T14:17:27.178783,39,1,48,63,38,57,46.7,53.3
