timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T12:58:19.324839,39,2,45,52,37,54,49.7,50.3
2026-03-26T12:59:17.735998,28,3,35,40,25,43,60.4,39.6
2026-03-26T13:00:30.716848,37,2,48,45,35,52,41.9,58.1
2026-03-26T13:01:22.180595,14,2,21,32,12,35,53.8,46.2
2026-03-26T13:03:05.245811,48,2,55,46,46,60,58.5,41.5
