timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T12:27:34.403051,29,2,39,34,27,46,43.0,57.0
2026-03-26T12:29:55.914186,44,0,54,48,44,63,48.7,51.3
2026-03-26T12:31:22.640928,16,2,23,34,14,36,60.6,39.4
2026-03-26T12:33:09.113834,24,2,29,37,22,42,73.5,26.5
2026-03-26T12:34:33.656354,47,1,56,47,46,63,43.9,56.1
