timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T12:44:14.808056,44,2,54,31,42,57,51.9,48.1
2026-03-26T12:45:49.019513,29,1,34,44,28,49,43.2,56.8
2026-03-26T12:46:58.204713,31,1,35,45,30,51,55.7,44.3
2026-03-26T12:48:13.239091,30,1,35,32,29,50,55.8,44.2
2026-03-26T12:49:12.515600,24,4,32,33,20,38,56.3,43.7
