timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T12:36:08.609866,31,2,37,42,29,49,52.5,47.5
2026-03-26T12:37:41.276403,51,2,57,46,49,63,70.5,29.5
2026-03-26T12:39:37.858265,36,1,45,37,35,54,50.5,49.5
2026-03-26T12:40:27.001393,12,4,23,22,8,27,56.7,43.3
2026-03-26T12:42:02.566379,18,3,22,26,15,35,61.2,38.8
