timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T14:19:29.219198,48,2,54,59,46,60,36.4,63.6
2026-03-26T14:20:40.085851,32,1,39,55,31,51,39.9,60.1
2026-03-26T14:22:58.237578,68,1,72,73,67,78,53.4,46.6
2026-03-26T14:24:39.680241,46,3,55,49,43,56,28.3,71.7
2026-03-26T14:26:08.470052,47,1,51,65,46,63,50.4,49.6
