timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T14:28:56.846687,58,0,67,74,58,74,22.1,77.9
2026-03-26T14:30:50.248547,74,0,81,82,74,86,40.7,59.3
2026-03-26T14:32:43.168292,84,0,89,90,84,93,32.7,67.3
2026-03-26T14:36:05.977861,48,0,56,68,48,66,21.2,78.8
2026-03-26T14:37:53.486328,51,2,58,60,49,63,33.9,66.1
