timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T14:40:43.443569,78,0,83,82,78,89,45.2,54.8
2026-03-26T14:42:26.199986,40,1,46,61,39,57,21.0,79.0
2026-03-26T14:44:05.911884,74,2,80,71,72,80,40.8,59.2
2026-03-26T14:45:52.351453,72,0,76,83,72,84,39.2,60.8
2026-03-26T14:51:29.387892,69,3,78,64,66,75,38.0,62.0
