timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-26T13:59:54.071227,56,3,66,54,53,63,46.7,53.3
2026-03-26T14:01:19.280567,32,3,41,42,29,45,35.3,64.7
2026-03-26T14:02:53.775562,68,2,75,67,66,75,42.1,57.9
2026-03-26T14:04:52.715883,53,2,62,61,51,64,56.9,43.1
2026-03-26T14:06:56.522331,29,2,33,49,27,46,59.3,40.7
