timestamp,reward,penalty,max_possible_reward,max_possible_penalty,score,total_time,upper_screen_pct,lower_screen_pct
2026-03-28T15:54:23.651740,72,3,78,65,69,75,43.2,56.8
2026-03-28T15:55:51.828359,27,5,33,37,22,36,50.4,49.6
2026-03-28T15:59:10.117565,102,3,110,82,99,98,55.1,44.9
2026-03-28T18:58:46.261282,9,3,26,25,6,28,42.5,57.5
2026-03-28T19:02:28.728996,11,4,31,21,7,27,62.4,37.6
